"Link","Status_Code"
"https://www.mediawiki.org/wiki/Special:MyLanguage/Help:Editing_pages",200
"https://www.mediawiki.org/wiki/Help:Editing_pages",200
"https://www.mediawiki.org/wiki/Help:Contents",200
"https://www.mediawiki.org/wiki/Special:MyLanguage/Developer_hub",200
"https://developer.wikimedia.org",200
"https://www.mediawiki.org/wiki/Special:MyLanguage/How_to_report_a_bug",200
"https://www.mediawiki.org/wiki/How_to_report_a_bug",200
"https://lists.wikimedia.org/hyperkitty/list/wikitech-l@lists.wikimedia.org/thread/UYZUOQEWN2NL22PU42JW7TF6JO56RWWV/",200
"https://lists.wikimedia.org/hyperkitty/list/mediawiki-announce@lists.wikimedia.org/thread/5NYC4UZLY3MWQZ6DYJAUQRJG2ZHZFBJ6/",200
"https://lists.wikimedia.org/hyperkitty/list/wikitech-l@lists.wikimedia.org/thread/PFTE5RHUERS6KTUGGRZO7XXV5THNJ77E/",200
"https://www.mediawiki.org/wiki/Special:MyLanguage/News",200
"https://www.mediawiki.org/wiki/Special:MyLanguage/Project:Language_policy",200
"https://www.mediawiki.org/wiki/Project:Language_policy",200
"https://www.mediawiki.org/wiki/Template:Main_page",200
"https://www.mediawiki.org/wiki/Template:Main_page/af",200
"https://www.mediawiki.org/wiki/Template:Main_page/ar",200
"https://www.mediawiki.org/wiki/Template:Main_page/ast",200
"https://www.mediawiki.org/wiki/Template:Main_page/az",200
"https://www.mediawiki.org/wiki/Template:Main_page/be",200
"https://www.mediawiki.org/wiki/Template:Main_page/be-tarask",200
"https://www.mediawiki.org/wiki/Template:Main_page/bg",200
"https://www.mediawiki.org/wiki/Template:Main_page/bn",200
"https://www.mediawiki.org/wiki/Template:Main_page/bs",200
"https://www.mediawiki.org/wiki/Template:Main_page/ca",200
"https://www.mediawiki.org/wiki/Template:Main_page/ckb",200
"https://www.mediawiki.org/wiki/Template:Main_page/cs",200
"https://www.mediawiki.org/wiki/Template:Main_page/da",200
"https://www.mediawiki.org/wiki/Template:Main_page/de",200
"https://www.mediawiki.org/wiki/Template:Main_page/el",200
"https://www.mediawiki.org/wiki/Template:Main_page/es",200
"https://www.mediawiki.org/wiki/Template:Main_page/fa",200
"https://www.mediawiki.org/wiki/Template:Main_page/fi",200
"https://www.mediawiki.org/wiki/Template:Main_page/fr",200
"https://www.mediawiki.org/wiki/Template:Main_page/gl",200
"https://www.mediawiki.org/wiki/Template:Main_page/gu",200
"https://www.mediawiki.org/wiki/Template:Main_page/he",200
"https://www.mediawiki.org/wiki/Template:Main_page/hi",200
"https://www.mediawiki.org/wiki/Template:Main_page/hr",200
"https://www.mediawiki.org/wiki/Template:Main_page/hu",200
"https://www.mediawiki.org/wiki/Template:Main_page/hy",200
"https://www.mediawiki.org/wiki/Template:Main_page/id",200
"https://www.mediawiki.org/wiki/Template:Main_page/it",200
"https://www.mediawiki.org/wiki/Template:Main_page/ja",200
"https://www.mediawiki.org/wiki/Template:Main_page/jv",200
"https://www.mediawiki.org/wiki/Template:Main_page/kk",200
"https://www.mediawiki.org/wiki/Template:Main_page/ko",200
"https://www.mediawiki.org/wiki/Template:Main_page/ms",200
"https://www.mediawiki.org/wiki/Template:Main_page/mwl",200
"https://www.mediawiki.org/wiki/Template:Main_page/nl",200
"https://www.mediawiki.org/wiki/Template:Main_page/pl",200
"https://www.mediawiki.org/wiki/Template:Main_page/pt",200
"https://www.mediawiki.org/wiki/Template:Main_page/pt-br",200
"https://www.mediawiki.org/wiki/Template:Main_page/ro",200
"https://www.mediawiki.org/wiki/Template:Main_page/ru",200
"https://www.mediawiki.org/wiki/Template:Main_page/sc",200
"https://www.mediawiki.org/wiki/Template:Main_page/si",200
"https://www.mediawiki.org/wiki/Template:Main_page/sk",200
"https://www.mediawiki.org/wiki/Template:Main_page/sl",200
"https://www.mediawiki.org/wiki/Template:Main_page/so",200
"https://www.mediawiki.org/wiki/Template:Main_page/sq",200
"https://www.mediawiki.org/wiki/Template:Main_page/sr",200
"https://www.mediawiki.org/wiki/Template:Main_page/sv",200
"https://www.mediawiki.org/wiki/Template:Main_page/syl",200
"https://www.mediawiki.org/wiki/Template:Main_page/th",200
"https://www.mediawiki.org/wiki/Template:Main_page/tr",200
"https://www.mediawiki.org/wiki/Template:Main_page/uk",200
"https://www.mediawiki.org/wiki/Template:Main_page/vi",200
"https://www.mediawiki.org/wiki/Template:Main_page/yue",200
"https://www.mediawiki.org/wiki/Template:Main_page/zh",200
"https://www.mediawiki.org/wiki/Category:Languages_pages",200
"https://creativecommons.org/licenses/by-sa/4.0/",200
"https://creativecommons.org/publicdomain/zero/1.0/",200
"https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Terms_of_Use",200
"https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy",200
"https://www.mediawiki.org/wiki/Project:About",200
"https://www.mediawiki.org/wiki/Project:General_disclaimer",200
"https://www.mediawiki.org/wiki/Special:MyLanguage/Code_of_Conduct",200
"https://stats.wikimedia.org/#/www.mediawiki.org",200
"https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Cookie_statement",200
"https://www.mediawiki.org//m.mediawiki.org/w/index.php?title=MediaWiki&mobileaction=toggle_view_mobile",404
"https://wikimediafoundation.org/",200
"https://www.mediawiki.org/",200
